title,date_published,author,source,comment_text,keyword_category,language
How To Apply Red Cross Certificate Online 2023 | First Aid Certificate Online Haryana | Online 2023,2023-07-10,Unknown,YouTube,first aid certificate me name correction kaise hoga,health,en
FIRST AID COURSE || First aid online apply kaise kare || Registration Red Cross society,2023-06-15,Unknown,YouTube,"Mene first aid course 2018 me kiya tha. Course ki validity kitni rahati? 
Ya mujhe new banana badega. 
Mujhe conductor liance banana h.",health,en
How To Apply Red Cross Certificate Online 2023 | First Aid Certificate Online Haryana | Online 2023,2023-04-01,Unknown,YouTube,First aid and rad cross dono same document h ya alag alag h reply diyo Bhai,health,en
How To Apply Red Cross Certificate Online 2023 | First Aid Certificate Online Haryana | Online 2023,2023-03-23,Unknown,YouTube,Bhai... First aid certificate bhi aise ban jayega online training krke?????,health,en
Basic First Aid Training UK (Updated 2023),2023-02-21,Unknown,YouTube,"Thank you for doing the 2 video's which I have watch over and over again. I needed to brush up on my passed first aid courses, top class instruction and really appreciated.",health,en
How To Apply Red Cross Certificate Online 2023 | First Aid Certificate Online Haryana | Online 2023,2023-01-05,Unknown,YouTube,Bhai sahab conductor licence ke liye bhi first aid ka certificate jaruri होता है to wo bhi ban jayega kya,health,en
INDIAN RED CROSS SOCIETY(IRCS) MANIPUR STATE BRANCH AMADI UNIVERSAL FRIENDSHIP ORGANISATION(UFO) GA,2026-02-15,NEw TV,YouTube,INDIAN RED CROSS SOCIETY(IRCS) MANIPUR STATE BRANCH AMADI UNIVERSAL FRIENDSHIP ORGANISATION(UFO) GA ...,other,en
"🩸TOP 50 BLOOD BANK MCQ’S 🔥| DHA | HAAD, MOH Model Paper #bloodbank #bloodgrouping  #exam #bloodgroup",2026-01-23,ALI TECHNOLOGIST,YouTube,"TOP 50 BLOOD BANK MCQ'S, ""This video is benefits for the students from all medical disciplines, including BS-MLT, MS-MLS, ...",donation,en
Someone Banged On The Blood Bank Door After Closing And She Had Seconds To Decide,2026-01-17,Stories of Kindness,YouTube,bloodbank #emergency #protocol #compassion #decision Man bangs on the blood bank door after closing in scrubs covered in ...,donation,en
How does the Blood Bank know what blood is safe for YOU? 👀🩸🤷🏽‍♀️ #bloodbank #blooddonation,2026-01-11,"Marilyn, MLS(ASCP) 🔬🧪",YouTube,nan,donation,en
Blood Matching 101: Why Antibodies Make It Harder| Multi-antibody #medlab #bloodbank,2025-12-08,Blood Talks,YouTube,How do Clinical Laboratory Scientists (CLS) calculate blood availability for patients with antibodies? Each antibody makes it ...,other,en
Blood Bank Workflow: The Journey of a Blood Bag,2025-11-22,Learn Medicine ,YouTube,BloodBank #BloodTransfusion #TransfusionMedicine #Hematology #ClinicalPhysiology #MedicalEducation #physiologylectures ...,donation,en
First Aid post at karachi Press Club,2025-11-12,Pakistan Red Crescent-Sindh,YouTube,The Pakistan Red Crescent Sindh Branch established a First Aid Post along with an Ambulance Service during the Family Festival ...,health,en
International Red Cross Vehicles Transport Alleged Remains Of Two Israeli Hostages,2025-10-30,Forbes Breaking News,YouTube,"On Thursday, the International Red Cross transported the reported bodies of two Israeli hostages that were returned by Hamas.",other,en
DONATE BLOOD SAVE LIFE🩸✨ #viral #trending #shorts #labtechnician #bloodbank #blooddonation #hospital,2025-10-27,Blood Bank Technician ,YouTube,nan,other,en
Blood bank process explained🩸🅾️🆎 #healthcare #science #laboratory #bloodbank,2025-10-23,"Marilyn, MLS(ASCP) 🔬🧪",YouTube,nan,donation,en
Scam Ballia blood bank ke naam per #bloodbank #modiji #yogiadityanath #uttarpradesh ,2025-10-17,khaini ki awaz ,YouTube,blood bank ke naam per Luta ja raha hai marijon ko khoon ke naam per kab tak Luta jaega Uttar Pradesh mein Yogi Adityanath ...,donation,en
I Love Blood Bank 🩸🆎#laboratory #healthcare #bloodbank,2025-10-15,"Marilyn, MLS(ASCP) 🔬🧪",YouTube,nan,donation,en
உயிர்காக்கும் முதலுதவி சிகிச்சை - CPR Procedure செய்வது எப்படி?,2025-10-05,Dr. P. MURUGESAN (Dr PM Times),YouTube,"In this video, Dr. P. Murugesan explains the lifesaving first aid procedure — CPR (Cardio Pulmonary Resuscitation). Knowing how ...",health,en
Citrate Overload: A Complication of Massive Transfusion #medlab #bloodbank,2025-09-29,Blood Talks,YouTube,Did you know that receiving a lot of blood transfusions can cause complications? One of the biggest concerns is citrate overload.,other,en
First Aid on a Hot Water Injury ♨️🚑 #ambulance #emergency #paramedic #firstaid #hospital #nurse,2025-09-25,BavariaMedic,YouTube,Hot water and steam can cause severe burn injuries within seconds. These scalds are painful and carry a high risk of infection ...,health,en
Wall Poster Campaign || RED CROSS SOCIETY Jiribam na Ambulance Service touba houragani,2025-09-17,Day to Day Jiribam- DDJ,YouTube,Wall Poster Campaign || RED CROSS SOCIETY Jiribam na Ambulance Service touba houragani ✓ Welcome to My Channel- Day ...,health,en
Indian Red Cross Society principals in telugu,2025-09-16,siva first aid,YouTube,indianredcrosssociety.,other,en
ब्लड बैंक(Blood Bank) की ये बातें नहीं पता होंगी #bloodbank #blood #education #facts #india,2025-08-19,Khan Sir Uncut,YouTube,khansir #khangs #khansirpatna Subscribe For Daily Khan Sir Uncut Videos..!!,donation,en
First Aid Training: Choking,2025-08-19,St John Ambulance,YouTube,For more information visit http://www.sja.org.uk St John Ambulance on Facebook - http://www.facebook.com/sja St John ...,health,en
First Aid Training: CPR,2025-08-19,St John Ambulance,YouTube,Learn the procedure for performing CPR on an unresponsive person in this video from St John Ambulance. CPR stands for ...,health,en
First Aid Training: Life-threatening bleeding,2025-08-19,St John Ambulance,YouTube,Learn first aid in treating a life-threatening bleed and apply a tourniquet in this short video from St John Ambulance. If severe ...,health,en
Red Cross Youth March,2025-07-29,Ploy,YouTube,"The Red Cross Youth March is a song used in the Red Cross Youth movement, which promotes morality, ethics, and social ...",event,en
ASSINGMENT 1- PERTOLONGAN CEMAS KECEDERAAN MELECUR ATAU TERBAKAR (BURN FIRST AID),2025-07-17,Nur Alleeya,YouTube,nan,health,en
red cross society ahmedabad..✨️🤞 #red #cross #society #moments #song #medical,2025-07-15,Jainit vajapur,YouTube,nan,other,en
What Is The International Red Cross? - Your Civil Rights Guide,2025-07-02,Your Civil Rights Guide,YouTube,"What Is The International Red Cross? In this informative video, we will provide an overview of the International Red Cross and its ...",other,en
Inside Singapore Red Cross Society | My Clothing Donation Day Tour  #GivingSG #donateresponsibly,2025-06-23,SuperPrincessjo,YouTube,"I VISITED the SINGAPORE RED CROSS Society + Donated My Clothes! In today's video, I take you on a full tour of the Singapore ...",other,en
ஜனாதிபதியை மதிக்காத செஞ்சிலுவை சங்கம் | செஞ்சிலுவை சங்கத்தில் நடக்கும் குளறுபடி | Red Cross Society|,2025-06-20,Arasiyal Thelivom,YouTube,திருநெல்வேலி செஞ்சிலுவை சங்கத்தில் நடக்கும் குளறுபடிகள்.,other,en
Is A Pet-Specific First Aid Kit Worth It? | The Pack,2025-06-16,The Dodo,YouTube,Is a pet-specific first aid kit really worth it? Our editor Aaliyah unboxed both a human and pet first aid kit to compare — and one ...,health,en
விஜிஎம் மருத்துவமனையில் அதிநவீன இரத்த வங்கி துவக்கம்.,2025-06-16,Times of Covai,YouTube,coimbatore #blooddonation #bloodbank #vgm #vgmhospital #awareness #karurvysyabank #vgmfoundation #kvbaarogya ...,donation,ta
#covai கோவையில் திறக்கபட்ட இரத்த வங்கி! #vairal2025 #malartv #malartvshorts #vgmhospital #bloodbank,2025-06-15,Malar Tv,YouTube,nan,donation,ta
First Aid For A Cut Wound,2025-06-12,Life Saving First Aid,YouTube,First Aid for a cut here's what to do! Learn the quick steps to treat a bleeding wound and prevent infection. Every second ...,health,en
#blood #blooddonation #bloodbank #gmch #hospital #nursing #doctor #pharmacy #viral,2025-06-07,GMCH Nursing ,YouTube,nan,other,en
"First Aid Training  provided by Indian Red Cross Society at V-Marc India Ltd, Haridwar",2025-06-06,V-MARC INDIA LIMITED,YouTube,"A comprehensive First Aid Training session was successfully conducted by the Indian Red Cross Society at V-Marc India Ltd, ...",health,en
Visit to blood bank 🤗😌😌 #mbbslife #mbbs #bloodbank,2025-06-05,lifewithshalvika ,YouTube,nan,donation,en
"New Faces, Same Unwavering Mission",2025-06-05,Singapore Red Cross,YouTube,"Step into the vibrant journey of our Red Cross Youth Chapter — where purpose meets passion, and every heartbeat counts.",event,en
"Gaza is &#39;worse than hell on Earth&#39;, International Red Cross chief tells BBC | BBC News",2025-06-04,BBC News,YouTube,"Gaza has become worse than hell on Earth, the president of the International Committee of the Red Cross has told the BBC.",other,en
பாம்பு கடித்தால் என்ன செய்யக்கூடாது? | Snake Bite First Aid Myths in Tamil | Adhiparasakthi Hospital,2025-05-27,Adhiparasakthi Hospitals,YouTube,பாம்பு கடிச்சா என்ன செய்யக்கூடாது? Snake bite myths can be dangerous – and in some ...,health,en
5 Basic First Aid Skills Everyone Should Know!,2025-05-10,The Better India,YouTube,thebetterindia What would you do in a medical emergency? Don't get caught unprepared! Learn 5 essential first aid skills that ...,health,en
World Red Cross and Red Crescent Day 2025,2025-05-07,International Committee of the Red Cross (ICRC),YouTube,"For over 160 years, the International Red Cross and Red Crescent Movement has stood by people in need, offering hope, relief, ...",other,en
World Red Cross Day WhatsApp Status Video | 08 May 2025 | உலக செஞ்சிலுவை தினம்,2025-05-07,kts_ creation,YouTube,World Red Cross Day and Red Crescent Day is an annual celebration of the principles of the International Red Cross and Red ...,other,en
What do blood types look like? #science #bloodtype #shorts #bloodbank,2025-05-07,MEDIC Regional Blood Center,YouTube,"Did you see our previous video about blood typing? The donor was blood type A+. However, what would it look like if she were ...",other,en
RED CROSS YOUTH ACTIVITY DURING THE SANRUGO,2025-05-06,Butching Vlog,YouTube,nan,event,en
Did you know your diet can affect your donations? #science  #plateletdonation #bloodbank  #blood,2025-05-05,MEDIC Regional Blood Center,YouTube,Did you know the foods you eat can affect your platelet donation? What do you want to know about donating blood and blood ...,other,en
First aid for a Stab Wound,2025-05-01,Life Saving First Aid,YouTube,A quick first aid guide that could save a life. Don't pull the object out Control bleeding Call 000 immediately #StabWound ...,health,en
Red Cross: Birth of Modern Ambulance Services,2025-05-01,fundsforNGOs,YouTube,Discover how the International Red Cross transformed battlefield medicine and pioneered ambulance services. Their legacy still ...,health,en
Community visit | red cross society ahmedabad #paruluniversity #bscnursing #collegelife #visit,2025-04-30,Nayna Zala,YouTube,Community visit | red cross society ahmedabad #paruluniversity #bscnursing #collegelife #visit #community #shortsfeed ...,other,en
Jahkil Jackson: 2025 Red Cross Youth Hero,2025-04-30,Illinois Region Red Cross,YouTube,"Jahkil Jackson, a 17-year-old from Chicago's South Side, founded Project I AM at just eight years old after witnessing the lived ...",event,en
Gunshot Wound First Aid ⛑️ #emergency #goodtoknow #firstaid #vet #medicine #funfacts #surgeonlife,2025-04-30,Vetventures,YouTube,nan,health,en
Size matters - Blood donation needles and their uses #science #bloodbank #blooddonation,2025-04-29,MEDIC Regional Blood Center,YouTube,Learn more about donating blood at https://medicblood.org. https://www.instagram.com/medicbloodcenter/ ...,donation,en
How does blood typing work? #science #bloodbank #bloodtype #blood #blooddonation,2025-04-28,MEDIC Regional Blood Center,YouTube,Do you know your blood type? We test all donors for their blood type following their donation. See a MEDIC booth at an event?,other,en
First Aid for Dog Bites,2025-04-15,First Aid Pro,YouTube,Dog bites can happen suddenly — knowing what to do in those first moments can help prevent infection and promote healing.,health,en
First Aid on a Drowning Child 🛟🚑 #ambulance #paramedic #emergency #firstaid #helpingsavelives,2025-04-14,BavariaMedic,YouTube,"When a child falls into water, every second counts. In this video, you'll learn the life-saving steps to take immediately: 1️⃣ ...",health,en
First Aid Training - Junior Red Cross #shorts #youth #firstaid  #juniorredcross #redcross,2025-03-26,ME & SIS,YouTube,First Aid Training - Junior Red Cross =================================== Song: Jim Yosef - Link [NCS Release] Music ...,health,en
CABCOM Red Cross Youth,2025-03-16,Reynold Arca - Topic,YouTube,Provided to YouTube by Amuseio AB CABCOM Red Cross Youth · Reynold Arca CABCOM Red Cross Youth ℗ Reynold Arca ...,event,en
First Aid on a Stab Wound 🚑🔪 #paramedic #ambulance #firstaid #emergency #hospital #nurse,2025-03-10,BavariaMedic,YouTube,"If someone has been stabbed and the knife is still in place, DO NOT REMOVE IT! Pulling it out could cause severe bleeding and ...",health,en
Uganda Red Cross Society Empowers First Aid First Responders in Uganda&#39;s Disaster Prone Areas.,2025-03-03,Uganda Red Cross Society,YouTube,"Uganda Red Cross Society, with support from the European Civil Protection and Humanitarian Aid Operations, the International ...",health,en
First Aid for Snake Bites 🐍🚑 #ambulance #paramedic #firstaid #emergency #hospital #nurse #survival,2025-02-25,BavariaMedic,YouTube,"A snake bite can be dangerous, but the wrong first aid can make it worse! ❌ DON'T suck out the venom, cut the wound, or use a ...",health,en
Recovery Position | First Aid,2025-02-03,Life Saving First Aid,YouTube,This simple move could save a life! Learn the recovery position in seconds! ⏳ #firstaidtips #firstaid #recoveryposition #cpr ...,health,en
6 Things You Should Have in Your First Aid Kit 🩹❤️‍🩹With Wound Care Specialist Dr. Abdul Moosa,2025-01-30,CLS Health,YouTube,Disclaimer:The information provided in this video is for informational purposes only and should not be considered medical advice.,health,en
First Aid if somebody is chocking 🆘🚑 #ambulance #paramedic #firstaid #emergency #helpingsavelives,2025-01-20,BavariaMedic,YouTube,1️⃣ Back Blows (5 Times) • Stand behind the person and deliver 5 hard hits between the shoulder blades with the heel of your ...,health,en
Join the Red Team: Sri Lanka Red Cross Society - Colombo Branch,2025-01-19,Sri Lanka Red Cross Society - Colombo Branch ,YouTube,"Volunteers: the heart and soul of our mission. Your dedication, compassion, and selflessness drive positive change every day.",event,en
ADA RAME RAME APA INI,2025-01-18,AbidTsVlog,YouTube,ADA RAME RAME APA INI Orderan blood bank refrigerator rs citra arrafiq depok #bloodbank #refrigerator #citraarrafiq #hospital ...,donation,en
IRCS | Indian Red Cross Society | Nursing Lecture,2025-01-15,Rudra Nursing Express,YouTube,IRCS | Indian Red Cross Society | Nursing Lecture #medical #communityhealthnursing #education Your Queries- indian red cross ...,other,en
First Aid on an Abrasion 🩸🚑 #ambulance #paramedic #firstaid #emergency #hospital #nurse //Ad,2025-01-06,BavariaMedic,YouTube,"1️⃣ Rinse the wound thoroughly with clean water to remove dust, dirt, and debris. 2️⃣ Place a sterile gauze pad over the ...",health,en
All Blood Banks Phone Numbers. #shorts #bangladesh #bloodbank #emergencynumber,2025-01-03,BD Business Directory,YouTube,nan,donation,en
First Aid for Asthma Attacks 🚑 | Learn in 90s!,2025-01-02,HMI Institute,YouTube,An asthma attack can happen suddenly—do you know how to respond? Watch our first aid tutorial to learn the crucial steps in ...,health,en
Be Prepared This Cyclone Season | Fiji Red Cross Society,2024-12-20,Fiji Red Cross Society,YouTube,"Fiji Red Cross Society is committed to keeping our communities safe. Watch this video to learn about our preparedness efforts, ...",other,en
Indian Red cross society #nursingcompetition #norcet #nursingnotes,2024-12-12,MY STUDENT SUPPORT SYSTEM,YouTube,nan,other,en
Discover Leadership and Service with Dr. Mukesh Agarwal | Indian Red Cross Society Haryana,2024-12-10,Pranya Media,YouTube,"Discover Leadership and Service with Dr. Mukesh Agarwal | Indian Red Cross Society Haryana In this inspiring conversation, we ...",other,en
"The International Red Cross and Red Crescent Movement, what is it? how does it work?",2024-12-04,International Committee of the Red Cross (ICRC),YouTube,Discover how the International Red Cross and Red Crescent Movement operates as a global network of humanitarian aid.,other,en
பக்கவாதம் - முதலுதவி | First Aid for Stroke in Tamil | Cardiologist Dr E Arunachalam,2024-11-25,Aruna Cardiac Care ,YouTube,Aruna Cardiac Care For more information : Call: 0462-2574577 | 9487665577 #drarunachalam #ArunaCardiacCare #firstaid #cpr ...,health,en
"Over the Rainbow and Hark the Herald Angels Sing (23 Nov 2024, Red Cross Home for the Disabled)",2024-11-24,Kind Notes,YouTube,"Kind Notes performance for the community at Red Cross Home for the Disabled. Players: Shue Churn, Rosalind, Ye Zhi, Chin ...",community,en
"Jingle Bells (23 Nov 2024, Red Cross Home for the Disabled)",2024-11-24,Kind Notes,YouTube,"Kind Notes performance for the community at Red Cross Home for the Disabled. Players: Shue Churn, Rosalind, Ye Zhi, Chin ...",community,en
Hark the Herald Angels Sing,2024-11-23,Kind Notes,YouTube,"Kind Notes performance for residents and staff from the Red Cross Home for the Disabled. Players: Shue Churn, Rosalind, Ye Zhi, ...",community,en
"Over the Rainbow (23 Nov 2024, Red Cross Home for the Disabled)",2024-11-23,Kind Notes,YouTube,"Kind Notes performance for residents and staff from the Red Cross Home for the Disabled. Players: Shue Churn, Rosalind, Ye Zhi, ...",community,en
Zambia Red Cross Society,2024-11-20,Zambia Red Cross Society,YouTube,rodekruisnederland.,other,en
First Aid on a Deep Cut! 🚑🩸#ambulance #paramedic #emergency #firstaid #nurse #hospital,2024-11-18,BavariaMedic,YouTube,1️⃣ Apply direct pressure to the wound to slow bleeding. 2️⃣ Wrap a bandage tightly around the area. If no bandage is ...,health,en
Vizianagam Red Cross Ambulance Service,2024-11-14,Bahujana Balam,YouTube,emargency #ambulance #viralvideo #vizianagaram #vizianagaramdistrict #hospitalnews.,health,en
A day in blood bank #bloodbank #hospital #duty,2024-11-13,Lab Craft,YouTube,A day in blood bank Blood bank mini vlog Blood bank duty Duty time . . . . . . . . #bloodbanking #hospital #hospitalduty #minivlog ...,donation,en
ESTANCIA RED CROSS YOUTH,2024-11-01,Jiayann Cassano,YouTube,nan,event,en
Explore the Fascinating History of the International Red Cross!,2024-10-30,Sapiens Spectrum,YouTube,Explore the Fascinating History of the International Red Cross! - Geneva Conventions of Humanitarian Law ...,other,en
First Aid on a Finger Wound 🩸🩹 #ambulance #paramedic #firstaid #emergency #hospital #nurse,2024-10-21,BavariaMedic,YouTube,"For bandaging a finger, start by placing a sterile gauze pad over the wound, then wrap a bandage around the finger. Watch out to ...",health,en
INDIAN RED CROSS SOCIETY OF DEFINE _ CHN 2 _ BSC NURSING\GNM _ DEFINE OF INDIAN RED CROSS SOCIETY _,2024-10-12,Dr Sk Nursing Notes,YouTube,INDIAN RED CROSS SOCIETY OF DEFINE _ CHN 2 _ BSC NURSING\GNM _ DEFINE OF INDIAN RED CROSS SOCIETY _.,other,en
Red Cross Youth Orientation,2024-09-24,Andrew Philip,YouTube,Music: Let's Celebrate Musician: Music_Unlimited Site: https://pixabay.com/music/letx27s-celebrate-lo-fi-hip-hop-music-121573/,event,en
Indian Red Cross society....Deesa... disaster management training(5),2024-09-22,Kala Srushti Chandubhai ATD,YouTube,nan,other,en
Discover the 7 Fundamental Principles of the Zambia Red Cross Society | HINIVUU,2024-09-19,Zambia Red Cross Society,YouTube,"In this video, we explore the 7 guiding principles—Humanity, Impartiality, Neutrality, Independence, Voluntary Service, Unity, and ...",other,en
Blood bank part 3||TTi||#dmlt #biology #bloodtest #bloodbank,2024-09-17,tech rayyan MLT ,YouTube,nan,donation,en
Singapore Red Cross to feature in NDP show segment for the first time this year,2024-08-02,CNA,YouTube,Singapore's Red Cross Society will be making its debut at the National Day Parade's show segment this year. To mark Total ...,other,en
Indian red cross society #National health agencies#,2024-07-15,Nursing pro tips⚕️,YouTube,nan,other,en
At the International Red Cross and Red Crescent Movement...,2024-07-12,International Committee of the Red Cross (ICRC),YouTube,"we give all we have in a world inundated by armed conflicts, disasters, and unprecedented challenges. Our emblems, more than ...",other,en
Cpr Training by Indian Red Cross Society | Basic First Aid Course #firstaid #cpr #thecooldeepsingh,2024-07-01,TheCooldeepSingh Traveller,YouTube,nan,health,en
The birth of the International Red Cross and Red Crescent Movement,2024-06-28,Hong Kong Red Cross香港紅十字會,YouTube,"Do you know how the International Red Cross and Red Crescent Movement began? It all started with a man, named Mr. Henry ...",other,en
A Day in Blood Bank 🩸#bloodbank | #medical | #laboratory | #work | #shorts| #vlog |,2024-06-27,Rihana Husain,YouTube,nan,donation,en
MEGA RED CROSS YOUTH,2024-06-23,Princess P. Arcuna,YouTube,nan,event,en
Different Blood Components 🩸🩸#shorts #viral #trending #blood #mltclass #bloodbank #neet #lab #viral,2024-06-12,MLT CLASS🎯,YouTube,"Follow - @MLTclass **Plasma and Serum: Quick Overview** **Plasma:** - Liquid component of blood, about 55% of its volume.",other,en
Ensuring safe transfusions one test at a time. 🩸,2024-05-29,Learntoupgrade,YouTube,Discover the importance of ABO group testing in our Blood Bank. #BloodBank #ABOTesting #SafeTransfusions #BloodDonation ...,donation,en
"Orientation Program, Nepal Red Cross Society #ImperialYouthRedCrossCircle",2024-05-10,"Imperial Business College, IBC",YouTube,"Orientation Program of Nepal Red Cross Society, Youth Red Cross Circle IBC on May 8, 2024 at Imperial Business College, ...",other,en
World Red Cross Day | Indian Red Cross Society | Latest update | Drishti IAS English,2024-05-08,Drishti IAS : English,YouTube,World Red Cross Day is an annual observance held on 8th May to honour the humanitarian work and principles of the ...,other,en
A Cadet&#39;s Odyssey — A Red Cross Youth Uniformed Group Production,2024-05-07,Singapore Red Cross,YouTube,Presenting A Cadet's Odyssey — a Red Cross Youth original produced by Apichat Lee for RCY's World Red Cross Day ...,event,en
國際紅十字與紅新月運動的三個組成部份 The three components of the International Red Cross and Red Crescent Movement,2024-05-07,Hong Kong Red Cross香港紅十字會,YouTube,哪裡有苦難，哪裡就有紅十字。 在衝突日益頻繁、氣候變得更為極端嘅世界中，更突顯出國際紅十字與紅新月運動（本運動）對有 ...,other,en
Seizure First Aid,2024-04-27,Epilepsy Foundation Los Angeles,YouTube,"Seizure First Aid with Dr. Holder, MD Thank you to Dr. Holder of Brain Works Foundation for her contribution and support.",health,en
H-1 Semnas TBD!! Let&#39;s join us Now!! #reels #reelsvideo #seminar #bloodbank #bankdarah,2024-03-26,TBD PEDIA,YouTube,Yukk join ke Semnas Teknologi Bank Darah Registrasi: bit/ly/SEMNAS_TBD_GB2024.,donation,ms
Successful Blood Letting Event Organized by Red Cross Youth Organizatio,2024-03-02,Gumaca West CS,YouTube,"On February 29, the Red Cross Youth Organization (RCYO) diligently prepared for a blood letting event scheduled for March 1.",event,en
First Aid for Snake Bite | பாம்பு கடிக்கு முதலுதவி,2024-02-28,Kauvery Hospital,YouTube,"Usually, people panic as soon as they experience a snake bite. However, it is important to know that 90% of snakes in India are ...",health,en
Blood typing #laboratory #medtechstudent #cls #mls #blood #bloodbank #bloodgroup #bloodtype #ABO,2024-02-22,The Medtech Lab,YouTube,nan,other,en
The Indian Red Cross Society /IRCS/Nursing Notes in hindi#@AnitaSharmaGyan,2024-02-08,Anita Sharma,YouTube,The Indian Red Cross Society /IRCS/Nursing Notes in hindi#communityhealthnursing #bscnursing #mscnursing COMMUNITY ...,other,en
International Day of Women in Multilaterism!🌏,2024-01-26,Sri Lanka Red Cross Society,YouTube,Celebrating the incredible women of Sri Lanka Red Cross Society on International Day of Women in Multilaterism!  From 25 ...,other,en
About Uganda Red Cross Society.,2023-12-14,Uganda Red Cross Society,YouTube,"Established in 1964 under the Red Cross Act, Cap 57 of the laws of Uganda, Uganda Red Cross Society (URCS) is a ...",other,en
Off The Shelf “Wilderness” First Aid Kits,2023-12-03,PrepMedic,YouTube,A look at two off the shelf first aid kits sold at REI.,health,en
report on red cross society#viral #english,2023-11-30,Empire of knowledge,YouTube,nan,other,en
first aid mcqs | first aid mcqs questions and answers | mcqs on first aid | first aid management,2023-11-19,Dear Competitive Exams,YouTube,first aid mcqs | first aid mcqs questions and answers | mcqs on first aid | first aid management | first aid mcqs questions and ...,health,en
Red Cross Youth,2023-11-18,Punggol Secondary School Open House,YouTube,nan,event,en
First Private Blood bank of West Champaran! #hospital#bloodbank,2023-11-08,Sinha Multispeciality Hospital,YouTube,सिन्हा हॉस्पिटल ने चंपारण में एक नए पढाव में कदम रखा है! अब खुल चूका ...,donation,en
SANRUGO 2023 | RED CROSS YOUTH,2023-10-25,Angelo Timonera,YouTube,ILIGAN CITY RED CROSS YOUTH.,event,en
Common Bandages in a First Aid Kit #cpr #firstaid #training #course #cprtraining #firstaidtraining,2023-09-27,First Aid Pro,YouTube,Adam from First Aid Pro talks about the three common bandages found in First Aid Kits #cpr #firstaid #training #course ...,health,en
First Response: The Complete Guide to First Aid (Full Version) - First Aid CPR AED Courses - Toronto,2023-09-24,Heart2Heart CPR - First Aid 4 Real,YouTube,REGISTER TODAY: https://heart2heartcpr.com #toronto #mississauga #brampton Heart to Heart CPR Inc. is proud to present this ...,health,en
Indian Red Cross society national health agency in Hindi || indian red cross society history||,2023-09-19,THE SMRITI official nursing ,YouTube,Indian Red Cross society national health agency in Hindi || indian red cross society history|| your Queries indian red Cross society ...,other,en
TUP Manila - Red Cross Youth,2023-09-07,Ra Qui,YouTube,This a call for all the students of TUP Manila to all the aspiring volunteers of the RED CROSS with the heart of a Humanitarian and ...,event,en
கடலில் மூழ்கினால் செய்ய வேண்டிய முதலுதவி🌊🏊🏻‍♂️🩺 #drowning First Aid🤔😲 #lifesavingtips,2023-08-31,Rooted Wellness,YouTube,nan,health,en
Blood Bank Refrigerator #easyaccesstolab #pathologylab #medicallaboratory #lab #bloodbank #youtube,2023-08-30,EasyAccessToLab,YouTube,nan,donation,en
International Red Cross founded,2023-08-22,This Day in History ,YouTube,"shorts In 1864, the Geneva Convention was established by 12 nations in Geneva, championed by Swiss humanitarian Jean-Henri ...",other,en
blood bank emergency number 🥰🩸#shorts #azarchannel #bloodbank,2023-08-14,AZAR CHANNEL,YouTube,nan,donation,en
Wheelchair Cleaning at Singapore Red Cross Home for the Disabled,2023-08-06,Engineer Edison,YouTube,"IIEE Singapore Monthly Wheelchair Cleaning at Singapore Red Cross Home for the Disabled on August 5,2023.",community,en
BLOOD BANK QUALITY CONTROL 🩸 #mls #lablife #bloodbank #blood #stem #medicallaboratory #scrubs,2023-08-05,Alexandra Adams,YouTube,nan,donation,en
MY DAY IN BLOOD BANK! 🩸#medicallaboratory #lablife #mls #stem #diml #bloodbank,2023-07-30,Alexandra Adams,YouTube,nan,donation,en
What to do - Impaled Object | First Aid Bandaging,2023-07-26,Life Saving First Aid,YouTube,What to do when treating an impaled object! ✓ Follow to learn how to make a donut bandage #firstaid #impaledobject ...,health,en
DRSABCD Action Plan | Learn First Aid,2023-07-19,Life Saving First Aid,YouTube,Follow your DRSABCD action plan in any first aid emergency! #firstaid #drsabcd #defibrillator #firstaidtraining #fyp #cpr ...,health,en
🐝தேனீ கடிக்கு இந்த மாதிரி முதலுதவி பண்ணுங்க🤓 First aid for #honeybees bite #shorts,2023-07-02,Rooted Wellness,YouTube,Hiii everyone I am Dr. Thirumalai Kumaran Yoga & Naturopathy Consultant Giving online consultations and taking online yoga ...,health,en
Airway Check | Learn First Aid,2023-06-15,Life Saving First Aid,YouTube,Critical step in our DRSABCD action plan is assessing the airway!,health,en
Blood 🩸 sample for TTI screening #bloodbank  #blooddonation  #biomedicalengineer  #medicallaboratoy,2023-06-11,"Masroor Dar ( Lab technologist,vlogger,Hodophile)",YouTube,nan,other,en
#bloodbank #blooddonation #blooddonationcamp #donation #shorts #like #viral #lab #technician,2023-06-09,Nishu ke vlog ,YouTube,nan,other,en
Pertolongan Cemas CPR | First Aid Bantu Mula | PJPK T1-T5 | DRABC | PDPR | St John JPP,2023-05-30,XhaslanX,YouTube,Assalamualaikum Video Pertolongan Cemas CPR kali ini murid St John SMKJPP minta bantu mereka dalam teknik rakaman dan ...,health,en
Child club &amp; Junior Red Cross Society members cleans school and community compound and toilet.,2023-05-25,Moin Uddin Show,YouTube,Child club and Junior Red cross Society members cleans the school compound and toilet as well as goes to the community to ...,other,en
மின்சாரம் தாக்கினால் செய்ய வேண்டிய முதலுதவி என்ன? First aid for Electric Shock,2023-05-24,Sri Ramakrishna Hospital,YouTube,மின்சாரம் தாக்கினால் செய்ய வேண்டிய முதலுதவி என்ன? First aid for Electric Shock ...,health,en
